homeOdd,drawOdd,awayOdd,result,date,league,homeTeam,awayTeam,homeGoals,awayGoals
1.76,2.53,3.95,1,2013-05-08,FRA Ligue 1,Milan,Inter,4,2
4.13,4.96,5.26,2,2019-03-08,SPA LaLiga,Juventus,Barcelona,0,1
2.17,4.31,2.67,2,2012-09-15,FRA Ligue 1,Manchester City,Barcelona,1,2
1.4,5.41,5.44,1,2011-02-24,FRA Ligue 1,Real Madrid,Inter,2,0
3.7,5.06,5.01,1,2014-06-20,ITA Serie A,Milan,Manchester City,4,1
2.88,4.38,3.29,2,2018-02-20,GER Bundesliga,Barcelona,PSG,3,5
2.5,3.23,3.97,1,2017-11-08,ITA Serie A,Juventus,Barcelona,4,1
4.0,4.62,2.47,X,2021-08-05,ENG PL,Real Madrid,Liverpool,5,5
2.32,3.51,4.01,2,2023-11-07,ITA Serie A,PSG,Milan,0,3
4.27,3.42,3.82,X,2010-10-11,ENG PL,Barcelona,Manchester City,0,0
4.59,2.75,3.6,2,2012-04-04,ITA Serie A,Barcelona,Liverpool,0,5
2.0,4.29,5.94,X,2023-06-01,ENG PL,Milan,Manchester City,1,1
2.18,4.64,5.92,2,2021-05-03,GER Bundesliga,Real Madrid,Inter,1,3
4.96,3.71,2.08,1,2024-10-17,ITA Serie A,Bayern,Milan,1,0
3.95,5.49,5.27,1,2024-11-02,ITA Serie A,Milan,PSG,2,0
4.37,3.46,1.54,2,2015-10-01,ENG PL,Juventus,Milan,1,2
2.85,5.09,1.53,1,2015-11-28,FRA Ligue 1,Juventus,PSG,4,2
1.43,2.58,3.13,1,2010-09-04,GER Bundesliga,Chelsea,Liverpool,5,4
2.42,5.13,5.35,X,2012-01-11,SPA LaLiga,Juventus,Bayern,4,4
1.2,3.07,4.58,2,2013-12-09,GER Bundesliga,Milan,Liverpool,0,4
4.83,4.14,2.35,2,2012-05-01,FRA Ligue 1,Liverpool,Barcelona,3,5
3.0,4.47,3.27,2,2018-06-03,ENG PL,Liverpool,Manchester City,0,5
3.66,4.69,2.99,1,2019-08-09,FRA Ligue 1,Barcelona,Liverpool,5,2
3.22,2.54,4.78,2,2024-01-13,FRA Ligue 1,Inter,Barcelona,3,5
2.33,3.04,3.06,2,2013-08-04,ITA Serie A,Inter,Real Madrid,1,3
3.28,4.32,1.83,2,2021-07-22,FRA Ligue 1,PSG,Manchester City,1,4
3.85,3.06,4.43,1,2017-03-30,ITA Serie A,Bayern,Inter,4,0
3.81,4.65,5.05,2,2018-06-08,SPA LaLiga,Barcelona,Bayern,0,1
3.65,2.76,5.88,1,2018-03-24,FRA Ligue 1,Juventus,Chelsea,4,1
1.88,4.96,3.74,2,2021-08-23,ITA Serie A,Chelsea,Bayern,1,2
1.42,5.35,2.25,2,2017-08-23,ENG PL,Barcelona,Inter,2,3
4.65,2.69,5.25,2,2020-04-02,ENG PL,Juventus,Inter,0,4
4.68,3.69,4.36,2,2011-02-05,ITA Serie A,Chelsea,Liverpool,0,3
4.46,5.0,2.28,2,2010-03-17,ITA Serie A,Juventus,Manchester City,3,4
1.72,5.0,2.93,1,2021-09-29,FRA Ligue 1,Juventus,Bayern,4,1
4.95,3.32,2.78,2,2010-03-26,ITA Serie A,Chelsea,Liverpool,0,5
4.77,2.94,4.94,X,2022-03-29,SPA LaLiga,Inter,Manchester City,3,3
1.5,4.36,5.93,1,2017-12-04,GER Bundesliga,Bayern,PSG,3,1
3.12,2.68,5.12,X,2013-08-07,ITA Serie A,Inter,Bayern,4,4
2.27,3.96,4.68,X,2014-03-14,ITA Serie A,Milan,Bayern,4,4
3.19,3.74,3.15,1,2024-03-29,ITA Serie A,Real Madrid,Milan,2,1
2.15,2.62,1.76,X,2012-02-27,GER Bundesliga,Liverpool,Milan,1,1
3.6,4.25,3.7,X,2010-02-23,SPA LaLiga,Liverpool,Bayern,2,2
2.14,3.37,3.36,2,2024-04-26,FRA Ligue 1,Milan,Chelsea,1,2
2.42,4.41,2.91,2,2023-05-08,FRA Ligue 1,Juventus,Real Madrid,0,5
2.78,4.41,4.0,2,2023-09-22,GER Bundesliga,Chelsea,Liverpool,1,2
2.09,3.38,4.31,2,2016-07-09,ITA Serie A,Manchester City,PSG,0,4
2.17,2.6,3.92,X,2022-01-13,ITA Serie A,Inter,Manchester City,1,1
3.65,4.22,2.09,1,2021-08-26,GER Bundesliga,Milan,Chelsea,2,0
3.27,3.18,4.71,1,2018-12-19,SPA LaLiga,Milan,Chelsea,5,4
4.5,3.12,4.67,1,2024-06-13,FRA Ligue 1,Manchester City,Barcelona,4,1
3.06,3.48,5.99,1,2022-05-16,FRA Ligue 1,Manchester City,Bayern,3,2
4.79,5.22,1.92,X,2023-07-17,ITA Serie A,Bayern,PSG,2,2
3.3,3.77,5.94,2,2014-09-16,FRA Ligue 1,Inter,Manchester City,3,5
1.78,3.98,2.99,2,2013-06-25,FRA Ligue 1,Inter,Manchester City,1,5
2.27,4.86,5.16,2,2013-11-02,FRA Ligue 1,Real Madrid,Chelsea,0,1
1.91,3.53,2.24,1,2012-04-06,SPA LaLiga,Inter,PSG,4,1
2.66,4.53,4.61,X,2012-06-11,ENG PL,Juventus,Bayern,5,5
1.79,3.04,3.42,1,2012-01-23,FRA Ligue 1,Barcelona,Real Madrid,2,0
4.03,4.62,3.32,1,2013-04-17,FRA Ligue 1,PSG,Manchester City,5,0
3.34,3.47,2.19,1,2024-12-03,ITA Serie A,Bayern,Barcelona,3,2
4.75,4.25,2.94,2,2012-10-27,SPA LaLiga,Liverpool,Manchester City,4,5
1.7,3.24,3.02,1,2024-04-19,ENG PL,Real Madrid,PSG,5,1
4.31,4.84,4.88,2,2018-10-23,FRA Ligue 1,Barcelona,Milan,0,5
2.24,4.04,3.35,1,2016-11-17,ITA Serie A,Juventus,Inter,5,1
3.58,4.37,2.72,2,2013-08-29,GER Bundesliga,Barcelona,Manchester City,1,2
4.37,5.44,1.72,1,2010-06-13,GER Bundesliga,Chelsea,PSG,4,1
2.54,3.69,5.49,2,2019-08-11,FRA Ligue 1,Manchester City,Barcelona,0,3
1.65,4.76,3.38,1,2024-07-06,ENG PL,PSG,Manchester City,5,3
2.77,4.11,5.97,2,2015-03-06,GER Bundesliga,Manchester City,Inter,4,5
2.6,5.43,2.99,2,2024-06-12,GER Bundesliga,Chelsea,Bayern,3,5
1.85,4.66,2.47,2,2013-09-26,SPA LaLiga,Inter,Bayern,3,4
4.7,5.4,4.08,1,2016-05-03,GER Bundesliga,Chelsea,Milan,3,2
3.11,3.03,2.64,1,2020-05-02,FRA Ligue 1,Manchester City,Real Madrid,3,1
4.17,2.63,3.84,1,2013-01-21,FRA Ligue 1,Milan,Inter,5,0
2.6,3.28,3.72,1,2020-05-26,GER Bundesliga,Manchester City,Barcelona,4,0
2.43,3.96,2.78,2,2016-07-02,ITA Serie A,Juventus,Milan,2,5
2.0,5.02,3.52,X,2017-01-29,SPA LaLiga,Liverpool,PSG,3,3
4.37,2.51,1.69,X,2012-12-09,FRA Ligue 1,Liverpool,PSG,5,5
2.45,5.39,3.13,2,2015-11-25,FRA Ligue 1,Bayern,Inter,2,3
4.57,4.09,5.63,2,2021-06-29,SPA LaLiga,Inter,Real Madrid,1,3
4.62,4.3,3.95,1,2014-05-06,ENG PL,Milan,Chelsea,2,0
3.6,4.82,3.0,2,2020-07-06,FRA Ligue 1,Barcelona,PSG,3,5
2.18,2.68,5.7,1,2021-03-11,FRA Ligue 1,Juventus,Inter,5,2
4.27,2.57,3.9,1,2019-10-21,FRA Ligue 1,Juventus,Barcelona,5,0
2.13,4.36,4.84,1,2012-01-03,SPA LaLiga,Bayern,Inter,2,0
3.56,4.42,4.53,2,2020-06-19,GER Bundesliga,Liverpool,Juventus,1,3
1.58,5.1,5.08,2,2013-10-26,ITA Serie A,Manchester City,PSG,0,5
2.28,2.62,2.14,2,2024-02-22,SPA LaLiga,Real Madrid,Liverpool,3,4
3.6,3.54,4.31,1,2012-04-14,ITA Serie A,Bayern,Juventus,3,2
1.38,4.21,2.99,2,2015-01-05,GER Bundesliga,Liverpool,Chelsea,1,2
2.74,3.92,4.17,1,2016-07-16,ENG PL,Barcelona,PSG,5,0
2.76,3.67,5.07,1,2019-09-23,ENG PL,Inter,Milan,3,0
3.57,3.75,4.56,1,2021-09-02,ENG PL,Chelsea,Milan,2,1
3.69,3.53,2.02,1,2023-08-15,ITA Serie A,Liverpool,Inter,2,1
4.49,4.26,1.68,X,2015-08-06,SPA LaLiga,Real Madrid,Liverpool,2,2
1.67,4.66,5.64,1,2024-01-25,SPA LaLiga,Liverpool,Barcelona,1,0
2.81,3.58,1.65,1,2015-09-20,ENG PL,Juventus,Inter,4,1
2.46,4.31,1.57,1,2014-11-13,ITA Serie A,PSG,Barcelona,2,0
3.36,3.83,5.78,1,2018-11-24,ITA Serie A,Inter,Barcelona,5,1
3.22,3.03,4.31,1,2012-03-06,FRA Ligue 1,Barcelona,PSG,2,0
2.57,2.53,5.75,X,2013-03-11,FRA Ligue 1,Juventus,Milan,3,3
2.75,5.12,5.06,2,2022-11-15,ITA Serie A,Inter,Manchester City,1,3
4.25,3.45,5.4,2,2019-01-24,SPA LaLiga,Manchester City,Chelsea,0,5
2.92,2.66,3.21,1,2023-10-03,GER Bundesliga,Inter,Chelsea,5,3
3.0,5.3,3.95,X,2024-01-06,FRA Ligue 1,Chelsea,Manchester City,1,1
1.33,3.01,2.8,1,2010-05-05,ITA Serie A,PSG,Inter,4,1
2.33,4.42,4.12,1,2011-09-24,GER Bundesliga,Chelsea,Bayern,3,2
4.87,4.05,2.84,2,2021-07-18,FRA Ligue 1,Inter,Milan,2,5
3.46,4.99,4.65,2,2011-05-11,FRA Ligue 1,Bayern,Real Madrid,2,5
2.26,2.52,4.39,2,2021-12-18,SPA LaLiga,Manchester City,PSG,2,3
4.74,3.26,5.87,X,2020-02-06,SPA LaLiga,Inter,Chelsea,4,4
2.17,3.71,5.72,X,2016-08-08,SPA LaLiga,Milan,Manchester City,3,3
4.56,3.94,5.91,2,2018-05-16,GER Bundesliga,Real Madrid,Milan,3,5
4.69,4.6,3.57,X,2015-08-27,FRA Ligue 1,Chelsea,Real Madrid,5,5
2.97,2.76,2.73,1,2015-10-08,GER Bundesliga,Milan,Inter,4,0
1.74,3.02,5.83,X,2016-04-28,GER Bundesliga,PSG,Liverpool,0,0
1.85,3.03,3.01,2,2020-02-05,ITA Serie A,Juventus,Inter,2,3
2.55,5.41,3.64,2,2018-11-04,ENG PL,Milan,PSG,0,4
4.86,4.76,4.9,1,2022-10-11,FRA Ligue 1,Bayern,Barcelona,2,0
3.76,4.53,3.01,1,2016-02-14,SPA LaLiga,Manchester City,Barcelona,3,1
2.8,5.39,2.89,1,2016-01-18,FRA Ligue 1,Milan,Liverpool,4,0
3.93,4.83,1.71,X,2020-03-05,SPA LaLiga,Real Madrid,Bayern,1,1
3.66,3.66,2.66,2,2016-05-31,ITA Serie A,Bayern,Real Madrid,1,3
4.07,2.97,3.54,1,2011-12-14,SPA LaLiga,PSG,Real Madrid,2,0
3.87,3.45,5.47,2,2024-12-13,GER Bundesliga,Inter,PSG,0,3
4.1,3.22,4.44,1,2011-05-13,FRA Ligue 1,PSG,Real Madrid,5,2
2.33,4.81,2.31,2,2020-02-02,GER Bundesliga,Inter,Manchester City,1,5
3.38,3.04,3.03,1,2015-12-18,ITA Serie A,Juventus,Liverpool,4,2
1.56,2.97,4.63,X,2013-04-14,FRA Ligue 1,Manchester City,Milan,4,4
4.78,3.72,3.51,1,2023-12-14,ITA Serie A,Juventus,Bayern,2,0
3.0,5.36,5.5,1,2014-07-23,SPA LaLiga,Bayern,Juventus,5,0
3.21,3.21,4.24,1,2014-12-18,ITA Serie A,Milan,Liverpool,2,0
4.94,3.62,4.29,1,2020-01-31,ENG PL,Juventus,Bayern,3,2
4.82,3.1,2.57,2,2015-12-26,SPA LaLiga,PSG,Manchester City,1,3
4.03,5.07,3.42,2,2013-10-08,GER Bundesliga,Liverpool,Bayern,0,3
4.47,3.38,4.9,2,2016-02-11,ENG PL,Chelsea,Liverpool,1,4
4.34,4.56,3.65,1,2018-04-01,SPA LaLiga,Milan,Barcelona,5,1
1.22,3.24,3.43,1,2023-04-19,SPA LaLiga,Juventus,Chelsea,3,2
2.14,3.67,3.41,1,2019-11-15,ENG PL,Barcelona,Real Madrid,5,3
1.32,4.68,2.4,X,2019-06-27,GER Bundesliga,Inter,Barcelona,5,5
1.29,3.04,2.59,2,2016-02-08,ITA Serie A,Liverpool,Inter,0,3
1.28,5.08,4.42,1,2020-04-19,FRA Ligue 1,Liverpool,Bayern,4,1
2.09,5.13,1.94,2,2019-03-03,ENG PL,Chelsea,Liverpool,0,1
3.3,3.37,4.92,X,2010-12-23,ITA Serie A,Milan,Barcelona,5,5
3.03,4.21,5.07,2,2024-04-16,GER Bundesliga,Milan,Bayern,0,2
4.06,5.08,5.78,1,2011-11-28,ENG PL,Bayern,Chelsea,5,3
3.67,4.72,1.57,1,2014-01-07,ENG PL,Bayern,Milan,3,2
2.62,4.87,1.72,2,2016-01-05,ITA Serie A,Milan,Liverpool,0,1
4.89,3.64,3.65,2,2010-04-19,ITA Serie A,Barcelona,Milan,1,5
1.64,3.82,2.53,X,2022-06-24,ENG PL,Real Madrid,Liverpool,5,5
3.81,3.32,3.42,1,2020-09-29,ENG PL,Bayern,Barcelona,5,0
1.43,4.3,3.9,1,2019-03-19,ENG PL,Liverpool,Barcelona,1,0
4.64,4.78,5.02,1,2015-06-22,ENG PL,Manchester City,PSG,2,0
4.93,2.55,2.25,X,2014-05-19,SPA LaLiga,PSG,Liverpool,0,0
4.58,3.25,2.13,1,2020-06-13,FRA Ligue 1,Manchester City,Bayern,5,0
1.88,4.89,3.21,X,2013-07-03,ENG PL,Chelsea,Manchester City,3,3
4.83,4.12,3.34,X,2015-02-02,FRA Ligue 1,Inter,Barcelona,1,1
2.69,4.4,3.8,X,2017-03-16,SPA LaLiga,Real Madrid,PSG,2,2
4.52,3.65,4.53,2,2022-02-09,GER Bundesliga,PSG,Juventus,2,5
4.07,4.51,1.97,1,2013-07-17,ENG PL,Manchester City,Milan,3,0
3.65,4.79,4.33,2,2021-08-15,GER Bundesliga,Chelsea,Juventus,2,5
1.69,3.16,4.93,1,2015-05-11,ITA Serie A,Bayern,Liverpool,5,2
1.33,3.35,1.77,2,2014-06-27,GER Bundesliga,Manchester City,Juventus,2,4
3.25,3.22,5.42,2,2022-10-09,SPA LaLiga,Bayern,PSG,0,3
4.04,4.95,3.32,1,2018-09-21,ENG PL,Manchester City,Barcelona,5,4
1.24,3.35,4.73,2,2011-06-23,ENG PL,Barcelona,Milan,2,4
4.66,3.76,3.75,X,2023-11-02,SPA LaLiga,Real Madrid,Juventus,5,5
3.06,5.43,1.77,2,2011-07-01,ITA Serie A,Barcelona,Inter,4,5
2.3,4.3,4.58,2,2022-08-25,GER Bundesliga,PSG,Liverpool,1,5
4.33,5.45,3.81,1,2024-06-17,ITA Serie A,PSG,Liverpool,5,3
2.74,3.17,5.16,2,2012-01-01,FRA Ligue 1,Real Madrid,Milan,3,4
3.43,4.68,2.59,1,2010-01-10,ITA Serie A,Real Madrid,Chelsea,2,0
4.21,4.3,2.87,X,2011-11-21,GER Bundesliga,Manchester City,Liverpool,2,2
3.84,2.81,2.36,2,2011-03-01,GER Bundesliga,Chelsea,PSG,2,4
4.61,5.32,3.49,X,2015-06-12,ITA Serie A,Real Madrid,Juventus,5,5
4.09,4.15,5.32,1,2012-12-04,FRA Ligue 1,Milan,Real Madrid,4,2
2.88,3.14,3.66,1,2010-07-31,FRA Ligue 1,Real Madrid,PSG,5,1
2.74,3.77,2.61,X,2011-01-10,ITA Serie A,Milan,Manchester City,3,3
4.85,5.31,3.27,2,2022-01-29,ITA Serie A,Chelsea,Real Madrid,0,1
3.81,3.76,1.83,1,2011-10-27,GER Bundesliga,Liverpool,Bayern,5,4
2.15,4.99,2.02,1,2015-07-23,GER Bundesliga,Manchester City,Juventus,3,1
1.78,5.13,3.82,2,2023-12-01,SPA LaLiga,Bayern,Chelsea,2,3
4.21,3.47,3.45,1,2023-12-23,ENG PL,Barcelona,PSG,3,2
2.7,4.27,4.12,1,2012-03-19,ENG PL,Chelsea,Manchester City,5,2
1.34,4.31,1.85,2,2017-06-26,ENG PL,Liverpool,Juventus,2,3
1.26,2.85,1.85,2,2023-01-05,FRA Ligue 1,Juventus,Inter,2,5
2.69,3.78,3.41,X,2018-03-18,FRA Ligue 1,PSG,Manchester City,2,2
1.6,3.82,3.69,2,2021-01-22,GER Bundesliga,Chelsea,Juventus,0,3
3.53,4.38,4.4,2,2021-07-31,ENG PL,Real Madrid,PSG,1,2
2.8,4.08,1.63,X,2014-01-17,ENG PL,Bayern,Liverpool,5,5
3.42,3.37,5.28,1,2014-06-27,GER Bundesliga,Bayern,Juventus,2,0
4.0,2.82,2.69,1,2010-08-20,ITA Serie A,Bayern,Inter,4,2
3.23,5.36,3.22,1,2020-04-21,ENG PL,Bayern,Barcelona,4,2
2.45,4.27,5.93,2,2016-01-19,SPA LaLiga,PSG,Juventus,1,5
3.02,3.04,3.07,2,2018-11-01,FRA Ligue 1,Manchester City,Barcelona,0,4
2.06,3.33,4.29,2,2018-06-21,ENG PL,Bayern,Real Madrid,1,3
1.3,5.32,3.36,2,2012-02-21,FRA Ligue 1,Chelsea,Liverpool,0,2
1.33,2.86,2.26,1,2014-11-23,SPA LaLiga,Barcelona,Milan,2,0
2.98,5.45,2.83,1,2015-10-13,ENG PL,Barcelona,Bayern,4,1
3.37,5.08,2.19,2,2024-07-31,ENG PL,PSG,Inter,2,4
2.58,2.86,5.01,2,2023-03-15,GER Bundesliga,Real Madrid,Milan,2,5
3.96,3.82,5.99,X,2020-08-23,SPA LaLiga,Inter,Real Madrid,0,0
4.36,4.11,5.28,2,2011-11-16,ENG PL,Manchester City,Milan,3,4
3.13,2.9,5.81,2,2013-03-04,FRA Ligue 1,Bayern,Barcelona,1,5
1.62,3.58,5.76,1,2022-09-27,GER Bundesliga,Real Madrid,Inter,3,0
1.8,5.04,1.53,2,2016-11-05,ITA Serie A,Chelsea,Juventus,0,2
2.05,2.91,1.62,2,2019-02-02,GER Bundesliga,Chelsea,Real Madrid,2,4
3.05,4.13,1.88,2,2015-11-11,ITA Serie A,Liverpool,Chelsea,3,5
4.99,2.63,5.99,1,2011-09-21,FRA Ligue 1,Real Madrid,Chelsea,3,0
4.6,3.36,4.98,2,2020-12-26,FRA Ligue 1,Liverpool,Chelsea,0,2
3.65,3.41,3.64,X,2019-07-20,ENG PL,PSG,Bayern,1,1
2.93,4.38,4.15,2,2016-10-19,GER Bundesliga,Bayern,Real Madrid,1,4
2.01,3.04,2.74,2,2011-03-06,ITA Serie A,Chelsea,Inter,0,4
1.64,5.04,3.51,1,2017-08-06,SPA LaLiga,Juventus,Real Madrid,3,1
2.21,3.63,5.62,1,2019-02-09,ITA Serie A,Inter,Barcelona,5,3
4.88,2.86,2.22,2,2010-09-15,ITA Serie A,Chelsea,Bayern,0,1
3.7,4.81,2.47,2,2013-09-30,FRA Ligue 1,Barcelona,Juventus,0,5
1.83,5.23,2.39,1,2017-10-19,SPA LaLiga,Liverpool,Bayern,3,1
4.63,3.9,1.59,1,2010-03-28,FRA Ligue 1,Chelsea,Bayern,3,1
4.24,4.32,5.47,2,2015-08-29,ITA Serie A,Milan,Barcelona,0,4
2.42,4.3,4.25,1,2013-12-13,GER Bundesliga,Barcelona,Manchester City,4,3
1.8,2.67,4.42,2,2016-04-04,ENG PL,Liverpool,Inter,1,4
3.53,2.79,4.32,1,2013-11-02,ITA Serie A,Bayern,Inter,5,0
1.28,3.29,4.01,1,2021-05-04,ITA Serie A,Inter,Manchester City,4,3
3.17,4.79,2.4,1,2015-04-30,FRA Ligue 1,Manchester City,Liverpool,2,0
1.48,4.07,3.37,X,2019-07-05,ITA Serie A,Chelsea,Bayern,5,5
4.61,3.08,3.15,2,2015-07-30,FRA Ligue 1,Liverpool,Manchester City,1,4
1.57,3.02,1.67,2,2013-07-07,ENG PL,PSG,Real Madrid,0,2
4.35,2.57,4.72,X,2020-08-12,FRA Ligue 1,PSG,Bayern,0,0
3.34,4.47,4.94,X,2011-08-25,SPA LaLiga,Inter,Milan,2,2
2.11,4.74,1.57,2,2020-01-08,ENG PL,Real Madrid,Liverpool,0,4
1.76,4.0,5.92,1,2014-07-13,FRA Ligue 1,Chelsea,Inter,2,0
2.74,5.49,4.2,1,2020-09-13,ITA Serie A,Chelsea,PSG,2,1
4.08,3.35,5.88,2,2011-03-06,SPA LaLiga,Real Madrid,Liverpool,3,5
3.07,3.75,3.16,2,2010-12-28,SPA LaLiga,Barcelona,Milan,2,3
4.31,5.31,2.79,2,2013-10-17,ENG PL,PSG,Inter,1,4
2.26,3.81,5.7,1,2013-12-19,FRA Ligue 1,Chelsea,Juventus,4,0
2.8,4.91,3.34,1,2015-11-29,FRA Ligue 1,Barcelona,PSG,4,2
3.63,5.36,5.85,2,2020-06-06,ITA Serie A,Juventus,Chelsea,0,1
1.84,4.67,4.46,1,2016-10-02,FRA Ligue 1,Inter,Juventus,2,1
2.44,2.56,3.69,2,2010-03-02,FRA Ligue 1,Milan,Liverpool,1,3
3.17,4.94,1.57,X,2024-11-01,ITA Serie A,Manchester City,Bayern,0,0
2.43,4.62,1.62,2,2020-06-14,ITA Serie A,Inter,PSG,0,2
3.66,5.18,4.98,2,2016-09-01,ENG PL,Real Madrid,PSG,0,4
2.11,3.63,2.34,1,2012-05-19,ENG PL,Bayern,Liverpool,5,2
4.77,3.57,2.09,2,2014-01-23,GER Bundesliga,Real Madrid,Juventus,0,2
4.58,4.82,3.67,2,2014-10-02,GER Bundesliga,Bayern,Chelsea,2,3
3.44,2.66,5.7,1,2012-08-01,FRA Ligue 1,Chelsea,Real Madrid,4,1
2.62,3.74,4.3,2,2012-08-19,ENG PL,PSG,Chelsea,0,1
2.95,5.44,5.25,1,2022-08-29,ENG PL,Manchester City,Real Madrid,3,2
2.45,5.26,2.22,1,2011-05-18,ENG PL,Bayern,Juventus,5,2
4.28,2.55,3.01,1,2015-02-22,GER Bundesliga,Bayern,Liverpool,4,1
2.34,4.42,4.3,1,2018-05-04,GER Bundesliga,Chelsea,Milan,3,1
1.37,5.3,3.19,X,2011-04-21,SPA LaLiga,Juventus,Real Madrid,4,4
4.61,5.03,5.63,2,2017-04-29,SPA LaLiga,Milan,PSG,2,4
4.13,5.06,5.92,2,2021-12-15,GER Bundesliga,Liverpool,Milan,3,4
4.48,5.31,4.89,X,2016-10-08,GER Bundesliga,Bayern,Real Madrid,5,5
2.15,5.24,5.46,2,2017-09-13,FRA Ligue 1,Milan,PSG,1,3
1.26,4.22,2.36,2,2017-05-01,ENG PL,Inter,Manchester City,0,4
1.56,3.9,5.73,1,2010-04-06,FRA Ligue 1,Bayern,Inter,5,2
4.4,2.58,3.13,1,2010-05-19,SPA LaLiga,PSG,Liverpool,1,0
3.93,4.19,4.24,1,2019-09-09,ITA Serie A,Juventus,Bayern,4,2
2.55,2.73,5.83,2,2023-01-03,SPA LaLiga,Manchester City,Chelsea,2,4
1.87,5.4,2.9,1,2012-12-23,GER Bundesliga,Barcelona,Bayern,5,2
2.51,4.03,2.92,1,2010-10-21,GER Bundesliga,PSG,Liverpool,4,3
3.13,3.26,3.09,X,2011-11-12,ENG PL,PSG,Inter,3,3
2.42,5.14,1.99,1,2018-02-17,ITA Serie A,Manchester City,Inter,1,0
1.55,4.89,1.87,1,2024-11-21,ITA Serie A,Chelsea,Juventus,5,1
3.94,5.38,1.95,1,2020-07-29,SPA LaLiga,Manchester City,PSG,5,2
4.23,2.58,3.66,2,2019-03-21,ITA Serie A,Real Madrid,Bayern,2,3
4.09,4.16,2.07,1,2023-12-24,ITA Serie A,Chelsea,Juventus,5,3
4.95,3.97,2.52,1,2016-05-20,SPA LaLiga,Barcelona,Juventus,2,1
2.25,4.86,2.37,2,2022-02-01,SPA LaLiga,Barcelona,Juventus,0,2
3.18,4.92,2.07,2,2010-11-14,ITA Serie A,Juventus,Bayern,3,4
2.58,4.94,5.06,2,2019-08-10,FRA Ligue 1,Liverpool,Bayern,1,3
2.85,3.97,3.64,2,2022-04-21,ENG PL,Manchester City,Juventus,2,3
1.9,3.39,1.75,1,2018-04-23,ITA Serie A,Chelsea,PSG,4,0
3.74,2.96,4.53,2,2011-10-29,SPA LaLiga,Manchester City,Juventus,3,4
3.36,3.52,5.49,2,2018-05-25,ITA Serie A,Barcelona,Milan,0,4
4.44,4.34,5.71,2,2016-08-26,GER Bundesliga,Real Madrid,Inter,1,2
1.75,4.43,3.7,2,2011-04-13,GER Bundesliga,Barcelona,Milan,1,4
1.74,4.46,2.33,1,2012-11-08,SPA LaLiga,Manchester City,Chelsea,3,1
2.59,3.21,2.32,1,2017-01-25,GER Bundesliga,Bayern,Inter,5,1
1.56,4.32,5.95,2,2024-12-14,ENG PL,Real Madrid,Barcelona,0,3
1.28,2.99,3.87,X,2018-07-24,GER Bundesliga,Barcelona,PSG,4,4
3.7,2.56,2.43,2,2024-04-12,FRA Ligue 1,Juventus,Milan,3,4
3.18,2.77,2.51,1,2015-06-07,ENG PL,Real Madrid,PSG,4,2
4.39,2.57,2.47,X,2017-04-28,SPA LaLiga,Chelsea,Milan,4,4
2.69,5.05,2.35,1,2011-11-10,FRA Ligue 1,Milan,Barcelona,5,4
3.88,4.99,4.19,2,2010-01-29,SPA LaLiga,Manchester City,Inter,2,3
4.62,3.38,5.93,1,2020-05-06,FRA Ligue 1,Manchester City,Real Madrid,2,0
2.85,4.06,3.33,X,2024-11-20,FRA Ligue 1,PSG,Juventus,5,5
2.24,4.41,3.65,2,2016-05-31,FRA Ligue 1,Milan,Bayern,0,5
2.81,2.7,2.71,1,2019-08-09,GER Bundesliga,Inter,PSG,5,4
2.72,2.56,5.19,1,2014-02-13,SPA LaLiga,Real Madrid,Bayern,4,2
1.21,4.46,4.12,1,2023-08-24,ITA Serie A,Bayern,Juventus,5,2
3.25,2.63,5.94,2,2011-10-23,SPA LaLiga,Milan,Liverpool,1,3
2.66,3.21,5.39,X,2017-02-06,SPA LaLiga,Juventus,Chelsea,5,5
1.72,2.89,3.2,X,2019-09-05,ITA Serie A,Juventus,Bayern,4,4
1.74,3.87,5.4,2,2023-12-12,FRA Ligue 1,Manchester City,Bayern,2,5
3.07,3.63,1.99,2,2021-04-14,GER Bundesliga,Liverpool,Inter,2,4
3.79,4.33,5.46,X,2017-07-19,SPA LaLiga,Chelsea,Manchester City,2,2
2.06,3.09,2.96,1,2021-09-08,GER Bundesliga,Milan,Chelsea,5,3
4.03,4.88,4.62,2,2013-12-29,ENG PL,Barcelona,Chelsea,2,5
4.51,3.29,2.36,1,2018-06-10,GER Bundesliga,Barcelona,Milan,5,4
2.9,3.08,3.68,2,2010-02-11,ITA Serie A,Barcelona,Inter,0,2
3.56,2.85,4.11,1,2024-01-13,ITA Serie A,Chelsea,Barcelona,4,0
3.54,3.03,2.7,X,2022-02-11,FRA Ligue 1,Barcelona,Chelsea,4,4
2.56,4.04,3.29,2,2017-01-15,FRA Ligue 1,Real Madrid,Bayern,1,4
2.88,3.07,4.97,2,2012-11-24,ENG PL,Inter,Liverpool,2,5
4.83,4.91,1.56,2,2019-06-27,ENG PL,Inter,Juventus,0,3
4.79,3.26,1.95,2,2021-02-18,SPA LaLiga,Real Madrid,Inter,0,4
3.17,5.3,2.28,2,2010-10-10,GER Bundesliga,Manchester City,Bayern,0,4
1.9,3.56,4.56,1,2010-12-20,ENG PL,Barcelona,PSG,5,3
3.8,4.22,2.79,2,2021-01-28,ITA Serie A,Barcelona,Manchester City,1,4
3.72,2.74,3.9,2,2017-04-17,FRA Ligue 1,Juventus,Milan,2,5
